# O Ídolo de Lady Scale / The Idol of Lady Scale
## 📜 Resumo Narrativo Bilingue  
**Sessão 28 — O Ídolo de Lady Scale / The Idol of Lady Scale**

| Português (PT-PT)                                                                                                                                                                                                                                                                                                                                                                                                          | English (EN-US)                                                                                                                                                                                                                                                                                                                                                                                  |
| 📜 Desenrolar da Sessão: <br>- Recrutamento do Sage.<br>- Eldric convence os trogloditas a colaborar.<br>- Partilha de conhecimentos culinários.<br>- Investigação das ruínas e combate inesperado.                                                                                                                                                                                                                                                                                 | 📜 Session Summary: <br>- Sage joins the party.<br>- Eldric convinces lizardfolk to cooperate.<br>- Cultural sharing follows.<br>- Investigate ruins; combat ensues unexpectedly.                                                                                                                                                                                                                                                                   |
| 🏆 Recompensas & Consequências: <br>- Aliança com Sage.<br>- Influência sobre os trogloditas.<br>- Conflito evitado e nova pista obtida.                                                                                                                                                                                                                                                                                                                                            | 🏆 Rewards & Consequences: <br>- Alliance with Sage.<br>- Influence over lizardfolk tribe.<br>- Avoided conflict; new clue discovered.                                                                                                                                                                                                                                                                                                              |
| 💰 Loot: Adagas, conhecimentos culturais, indicação de ruínas submersas                                                                                                                                                                                                                                                                                                                                                                                                             | 💰 Loot: Daggers, cultural insights, submerged ruins clue                                                                                                                                                                                                                                                                                                                                                                                           |
| 📂 Ficheiros de origem: s29_idolo_de_lady_scale.md                                                                                                                                                                                                                                                                                                                                                                                                                                  | 📂 Source files: s29_idolo_de_lady_scale.md                                                                                                                                                                                                                                                                                                                                                                                                         |




<!-- ==== s30_idolo_de_lady_scale_summary.md ==== -->

# O Ídolo de Lady Scale / The Idol of Lady Scale

## 📜 Resumo Narrativo Bilingue  
**Sessão 30 — O Ídolo de Lady Scale / The Idol of Lady Scale**

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | English                                                                                                                                                                                                                                                                                                                                                                                                                               |
| ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| 📅 Data: 2025-07-31                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | 📅 Date: 2025-07-31                                                                                                                                                                                                                                                                                                                                                                                                                   |
| 📍 Localização: Estância kobold nos picos montanhosos                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | 📍 Location: Kobold-run spa in the mountain peaks                                                                                                                                                                                                                                                                                                                                                                                     |
| 📝 Descrição: O grupo encontra Eirwen no caminho e ela junta-se à missão. Chegam à estância, agora gerida por kobolds entusiásticos. Alguns PCs aceitam os tratamentos, com efeitos variados. Um dos membros do grupo tem uma visão da fantasma Lady Scale, que revela que o barulho dos kobolds a impede de descansar. Os kobolds, por sua vez, acreditam que a fantasma é uma deusa barulhenta. Um combate confuso irrompe, com a fantasma ajudando, mas também ferindo aliados. A estância é purificada, mas mistérios persistem. | 📝 Description: The group meets Eirwen en route and she joins the mission. They reach the spa, now run by enthusiastic kobolds. Some PCs try the spa, experiencing boons or odd effects. One party member witnesses Lady Scale’s ghost, who complains the noise prevents her rest. The kobolds believe she is a goddess of noise. A chaotic battle erupts — the ghost helps but also harms. The spa is cleared, but mysteries remain. |
| 🎲 Jogadores: Ivo Simões, Leonel Pereira, Luis Miguel Henriques, Hugo Ferreira, Aylin Mendes                                                                                                                                                                                                                                                                                                                                                                                                                                         | 🎲 Players: Ivo Simões, Leonel Pereira, Luis Miguel Henriques, Hugo Ferreira, Aylin Mendes                                                                                                                                                                                                                                                                                                                                            |
| 🧙‍♂️ PCs: Eldric Silvanus, Silfir, Bok Thunderfist, Wandering Sage, Eirwen                                                                                                                                                                                                                                                                                                                                                                                                                                                          | 🧙‍♂️ PCs: Eldric Silvanus, Silfir, Bok Thunderfist, Wandering Sage, Eirwen                                                                                                                                                                                                                                                                                                                                                           |
| 👥 NPCs: Lady Scale, Snert/Pufftail, Kobolds cromáticos, Eirwen                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | 👥 NPCs: Lady Scale, Snert/Pufftail, Chromatic Kobolds, Eirwen                                                                                                                                                                                                                                                                                                                                                                        |
| 🎯 Missão: <br>- Chegar à estância e explorar.<br>- Descobrir a verdade sobre Lady Scale.<br>- Resolver o conflito entre kobolds e fantasma.<br>- Sobreviver à confusão.                                                                                                                                                                                                                                                                                                                                                             | 🎯 Mission: <br>- Arrive at and explore the spa.<br>- Uncover the truth about Lady Scale.<br>- Resolve conflict between kobolds and ghost.<br>- Survive the chaos.                                                                                                                                                                                                                                                                    |
| 📌 Locais & Pistas: <br>- Estância: banhos de lama, sauna, pedras quentes.<br>- Sala Silenciosa: contato espiritual.<br>- Lady Scale ligada a Tiamat?<br>- Devraine e a Gema das Cinco Vozes.                                                                                                                                                                                                                                                                                                                                        | 📌 Locations & Clues: <br>- Spa: mud baths, saunas, hot stone benches.<br>- Silent Room: ghost contact.<br>- Lady Scale linked to Tiamat?<br>- Devraine and the Gem of Five Voices.                                                                                                                                                                                                                                                   |
| 📜 Desenrolar da Sessão: <br>- Eirwen junta-se ao grupo.<br>- Experimentam os serviços do spa.<br>- Revelação do fantasma.<br>- Combate confuso.<br>- Spa purificado, mas com perdas.                                                                                                                                                                                                                                                                                                                                                | 📜 Session Summary: <br>- Eirwen joins the group.<br>- PCs try the spa services.<br>- Ghost revealed.<br>- Chaotic battle.<br>- Spa cleared, but not without losses.                                                                                                                                                                                                                                                                  |
| 🏆 Recompensas & Consequências: <br>- Estância purificada.<br>- Vítimas em ambos os lados.<br>- Mistérios persistem.                                                                                                                                                                                                                                                                                                                                                                                                                 | 🏆 Rewards & Consequences: <br>- Spa cleared.<br>- Casualties on both sides.<br>- Mysteries remain.                                                                                                                                                                                                                                                                                                                                   |
| 💰 Loot: Não especificado                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | 💰 Loot: Not specified                                                                                                                                                                                                                                                                                                                                                                                                                |







